sekolah_id;kurikulum_id;nama;tingkat;jurusan;kapasitas;wali_kelas_ptk_id;semester_id;status_akitf;keterangan
3438532b-bf56-4e4d-a003-cd6ec6a87b2d;c0ad0144-aa9d-474a-8ad2-df64643dc38c;X-1;10;;;;e3533950-474e-4292-80b5-1ca5646d9cac;1;
3438532b-bf56-4e4d-a003-cd6ec6a87b2d;c0ad0144-aa9d-474a-8ad2-df64643dc38c;X-2;10;;;;e3533950-474e-4292-80b5-1ca5646d9cac;1;
3438532b-bf56-4e4d-a003-cd6ec6a87b2d;c0ad0144-aa9d-474a-8ad2-df64643dc38c;X-3;10;;;;e3533950-474e-4292-80b5-1ca5646d9cac;1;
3438532b-bf56-4e4d-a003-cd6ec6a87b2d;c0ad0144-aa9d-474a-8ad2-df64643dc38c;XI-1;11;;;;e3533950-474e-4292-80b5-1ca5646d9cac;1;
3438532b-bf56-4e4d-a003-cd6ec6a87b2d;c0ad0144-aa9d-474a-8ad2-df64643dc38c;XI-2;11;;;;e3533950-474e-4292-80b5-1ca5646d9cac;1;
3438532b-bf56-4e4d-a003-cd6ec6a87b2d;c0ad0144-aa9d-474a-8ad2-df64643dc38c;XI-3;11;;;;e3533950-474e-4292-80b5-1ca5646d9cac;1;
3438532b-bf56-4e4d-a003-cd6ec6a87b2d;c0ad0144-aa9d-474a-8ad2-df64643dc38c;XII-1;12;;;;e3533950-474e-4292-80b5-1ca5646d9cac;1;
3438532b-bf56-4e4d-a003-cd6ec6a87b2d;c0ad0144-aa9d-474a-8ad2-df64643dc38c;XII-2;12;;;;e3533950-474e-4292-80b5-1ca5646d9cac;1;
